id,x,y,z
475,0.203645,0.022788,-0.162402
476,0.234677,0.022788,-0.113015
477,0.253942,0.022788,-0.057961
478,0.000000,0.000000,0.000000
479,0.000000,2.950000,0.000000
480,0.000000,3.300000,0.000000
481,0.950000,2.950000,0.000000
482,0.917630,2.950000,-0.245878
483,0.822724,2.950000,-0.475000
484,0.671751,2.950000,-0.671751
485,0.475000,2.950000,-0.822724
486,0.245878,2.950000,-0.917630
487,0.000000,2.950000,-0.950000
488,-0.245878,2.950000,-0.917630
489,-0.475000,2.950000,-0.822724
490,-0.671751,2.950000,-0.671751
491,-0.822724,2.950000,-0.475000
492,-0.917630,2.950000,-0.245878
493,-0.950000,2.950000,-0.000000
494,-0.917630,2.950000,0.245878
495,-0.822724,2.950000,0.475000
496,-0.671751,2.950000,0.671751
497,-0.475000,2.950000,0.822724
498,-0.245878,2.950000,0.917630
499,-0.000000,2.950000,0.950000
500,0.245878,2.950000,0.917630
501,0.475000,2.950000,0.822724
502,0.671751,2.950000,0.671751
503,0.822724,2.950000,0.475000
504,0.917630,2.950000,0.245878
505,0.750000,3.300000,0.000000
506,0.724444,3.300000,-0.194114
507,0.649519,3.300000,-0.375000
508,0.530330,3.300000,-0.530330
509,0.375000,3.300000,-0.649519
510,0.194114,3.300000,-0.724444
511,0.000000,3.300000,-0.750000
512,-0.194114,3.300000,-0.724444
513,-0.375000,3.300000,-0.649519
514,-0.530330,3.300000,-0.530330
515,-0.649519,3.300000,-0.375000
516,-0.724444,3.300000,-0.194114
517,-0.750000,3.300000,-0.000000
518,-0.724444,3.300000,0.194114
519,-0.649519,3.300000,0.375000
520,-0.530330,3.300000,0.530330
521,-0.375000,3.300000,0.649519
522,-0.194114,3.300000,0.724444
523,-0.000000,3.300000,0.750000
524,0.194114,3.300000,0.724444
525,0.375000,3.300000,0.649519
526,0.530330,3.300000,0.530330
527,0.649519,3.300000,0.375000
528,0.724444,3.300000,0.194114
529,0.000000,3.520000,0.000000
530,0.065056,3.507060,0.000000
531,0.056340,3.507060,0.032528
532,0.032528,3.507060,0.056340
533,0.000000,3.507060,0.065056
534,-0.032528,3.507060,0.056340
535,-0.056340,3.507060,0.032528
536,-0.065056,3.507060,0.000000
537,-0.056340,3.507060,-0.032528
538,-0.032528,3.507060,-0.056340
539,-0.000000,3.507060,-0.065056
540,0.032528,3.507060,-0.056340
541,0.056340,3.507060,-0.032528
542,0.120208,3.470208,0.000000
543,0.104103,3.470208,0.060104
544,0.060104,3.470208,0.104103
545,0.000000,3.470208,0.120208
546,-0.060104,3.470208,0.104103
547,-0.104103,3.470208,0.060104
548,-0.120208,3.470208,0.000000
549,-0.104103,3.470208,-0.060104
550,-0.060104,3.470208,-0.104103
551,-0.000000,3.470208,-0.120208
552,0.060104,3.470208,-0.104103
553,0.104103,3.470208,-0.060104
554,0.157060,3.415056,0.000000
555,0.136018,3.415056,0.078530
556,0.078530,3.415056,0.136018
557,0.000000,3.415056,0.157060
558,-0.078530,3.415056,0.136018
559,-0.136018,3.415056,0.078530
560,-0.157060,3.415056,0.000000
561,-0.136018,3.415056,-0.078530
562,-0.078530,3.415056,-0.136018
563,-0.000000,3.415056,-0.157060
564,0.078530,3.415056,-0.136018
565,0.136018,3.415056,-0.078530
566,0.170000,3.350000,0.000000
567,0.147224,3.350000,0.085000
568,0.085000,3.350000,0.147224
